Network,SetInput,PCIe DMA,DNA IP,CPU Reorder,CPU Ops,EndToEnd (excl. SetInput)
[HF] deploy_roberta-base-go_emotions,0.014429110065102578,0.5658299999999998,6.105800000000001,0.033569999999999975,0.035398609950392235,6.740598609950394
